State,County,Year,Violent Crime,Property Crime
Illinois,White,2024,3,60
Illinois,Whiteside,2024,11,115
Indiana,Allen,2024,104,634
Indiana,Bartholomew,2024,0,23
Indiana,Brown,2024,18,81
Indiana,Clark,2024,31,179
Indiana,Clay,2024,14,40
Indiana,Delaware,2024,22,184
Indiana,Elkhart,2024,127,805
Indiana,Floyd,2024,27,100
Indiana,Franklin,2024,3,66
Indiana,Hamilton,2024,27,99
Indiana,Hancock,2024,46,118
Indiana,Harrison,2024,85,149
Indiana,Hendricks,2024,33,410
Indiana,Howard,2024,41,100
Indiana,Johnson,2024,17,208
Indiana,Lake,2024,47,175
Indiana,Madison,2024,30,151
Indiana,Monroe,2024,21,377
Indiana,Porter,2024,29,82
Indiana,Posey,2024,27,52
Indiana,Shelby,2024,78,95
Indiana,St. Joseph,2024,109,645
Indiana,Tippecanoe,2024,100,261
Indiana,Vanderburgh,2024,204,451
Indiana,Vigo,2024,90,524
Indiana,Warrick,2024,200,341
Indiana,Washington,2024,17,59
Indiana,Wells,2024,8,8
Indiana,Adams,2024,5,25
Indiana,Clinton,2024,8,36
Indiana,Decatur,2024,16,24
Indiana,DeKalb,2024,20,45
Indiana,Gibson,2024,32,113
Indiana,Grant,2024,8,92
Indiana,Henry,2024,2,84
Indiana,Jackson,2024,4,17
Indiana,Jay,2024,0,13
Indiana,Jennings,2024,16,59
Indiana,Knox,2024,37,69
Indiana,Kosciusko,2024,79,237
Indiana,Lawrence,2024,45,40
Indiana,Montgomery,2024,14,121
Indiana,Noble,2024,15,102
Indiana,Perry,2024,15,29
Indiana,Steuben,2024,8,155
Iowa,Benton,2024,24,69
Iowa,Black Hawk,2024,7,97
Iowa,Boone,2024,11,16
Iowa,Bremer,2024,8,18
Iowa,Dallas,2024,42,47
Iowa,Dubuque,2024,42,98
Iowa,Grundy,2024,13,38
Iowa,Guthrie,2024,5,20
Iowa,Jasper,2024,6,67
Iowa,Johnson,2024,52,121
Iowa,Jones,2024,5,25
Iowa,Linn,2024,31,118
Iowa,Madison,2024,21,22
Iowa,Mills,2024,7,50
Iowa,Polk,2024,63,593
Iowa,Pottawattamie,2024,38,128
Iowa,Scott,2024,30,154
Iowa,Story,2024,11,65
Iowa,Warren,2024,31,68
Iowa,Washington,2024,32,60
Iowa,Woodbury,2024,30,63
Iowa,Adair,2024,0,12
Iowa,Adams,2024,1,2
Iowa,Allamakee,2024,7,15
Iowa,Appanoose,2024,2,52
Iowa,Buchanan,2024,22,45
Iowa,Buena Vista,2024,9,26
Iowa,Butler,2024,2,12
Iowa,Adams,2024,3,4
Iowa,Cass,2024,5,47
Iowa,Cedar,2024,11,35
Iowa,Cerro Gordo,2024,5,30
Iowa,Cherokee,2024,1,4
Iowa,Chickasaw,2024,6,19
Iowa,Clarke,2024,4,19
Iowa,Clay,2024,2,11
Iowa,Clayton,2024,7,14
Iowa,Clinton,2024,17,78
Iowa,Crawford,2024,2,12
Iowa,Davis,2024,1,3
Iowa,Delaware,2024,17,8
Iowa,Des Moines,2024,24,76
Iowa,Emmet,2024,0,2
Iowa,Fayette,2024,10,8
Iowa,Floyd,2024,11,12
Iowa,Franklin,2024,8,7
Iowa,Fremont,2024,19,35
Iowa,Greene,2024,8,31
Iowa,Hamilton,2024,4,29
Iowa,Hancock,2024,5,29
Iowa,Hardin,2024,10,62
Iowa,Henry,2024,13,19
Iowa,Humboldt,2024,8,44
Iowa,Ida,2024,6,22
Iowa,Iowa,2024,6,39
Iowa,Jackson,2024,15,34
Iowa,Jefferson,2024,4,12
Iowa,Keokuk,2024,12,36
Iowa,Kossuth,2024,12,10
Iowa,Lee,2024,19,62
Iowa,Louisa,2024,18,36
Iowa,Lucas,2024,8,70
Iowa,Lyon,2024,1,18
Iowa,Mahaska,2024,3,18
Iowa,Marion,2024,20,42
Iowa,Mitchell,2024,3,10
Iowa,Monona,2024,12,34
Iowa,Muscatine,2024,20,39
Iowa,O'Brien,2024,12,37
Iowa,Osceola,2024,5,7
Iowa,Page,2024,5,16
Iowa,Palo Alto,2024,6,31
Iowa,Plymouth,2024,6,28
Iowa,Pocahontas,2024,3,8
Iowa,Poweshiek,2024,19,45
Iowa,Sac,2024,7,9
Iowa,Shelby,2024,2,16
Iowa,Sioux,2024,15,35
Iowa,Tama,2024,7,30
Iowa,Taylor,2024,3,16
Iowa,Union,2024,9,7
Iowa,Van Buren,2024,9,17
Iowa,Wapello,2024,17,101
Iowa,Wayne,2024,7,20
Iowa,Webster,2024,29,66
Iowa,Winneshiek,2024,23,6
Iowa,Worth,2024,3,6
Iowa,Wright,2024,3,12
Kansas,Butler,2024,38,133
Kansas,Cherokee,2024,25,100
Kansas,Douglas,2024,27,67
Kansas,Geary,2024,13,26
Kansas,Harvey,2024,13,27
Kansas,Jackson,2024,20,54
Kansas,Jefferson,2024,21,154
Kansas,Johnson,2024,65,191
Kansas,Leavenworth,2024,34,37
Kansas,Linn,2024,10,52
Kansas,Miami,2024,22,95
Kansas,Osage,2024,18,49
Kansas,Pottawatomie,2024,42,84
Kansas,Riley County Police Department,2024,198,1007
Kansas,Sedgwick,2024,260,548
Kansas,Shawnee,2024,104,476
Kansas,Sumner,2024,18,66
Kansas,Wabaunsee,2024,24,44
Kansas,Wyandotte,2024,25,44
Kansas,Allen,2024,6,35
Kansas,Anderson,2024,7,15
Kansas,Atchison,2024,4,34
Kansas,Barber,2024,2,15
Kansas,Barton,2024,24,41
Kansas,Bourbon,2024,31,55
Kansas,Brown,2024,7,6
Kansas,Chase,2024,4,26
Kansas,Cheyenne,2024,5,15
Kansas,Clark,2024,8,9
Kansas,Clay,2024,10,7
Kansas,Coffey,2024,15,28
Kansas,Cowley,2024,9,39
Kansas,Crawford,2024,28,85
Kansas,Dickinson,2024,6,32
Kansas,Edwards,2024,4,15
Kansas,Ellis,2024,16,46
Kansas,Ellsworth,2024,3,33
Kansas,Finney,2024,57,94
Kansas,Ford,2024,12,25
Kansas,Franklin,2024,24,87
Kansas,Gove,2024,0,10
Kansas,Gray,2024,2,28
Kansas,Greeley,2024,0,4
Kansas,Greenwood,2024,21,56
Kansas,Hamilton,2024,8,15
Kansas,Harper,2024,1,6
Kansas,Haskell,2024,3,13
Kansas,Kearny,2024,6,33
Kansas,Kiowa,2024,3,8
Kansas,Labette,2024,6,28
Kansas,Marion,2024,7,66
Kansas,Marshall,2024,10,19
Kansas,Montgomery,2024,15,256
Kansas,Morris,2024,6,7
Kansas,Nemaha,2024,5,12
Kansas,Neosho,2024,4,54
Kansas,Norton,2024,3,11
Kansas,Pawnee,2024,3,44
Kansas,Reno,2024,30,114
Kansas,Rice,2024,8,11
Kansas,Rooks,2024,5,28
Kansas,Rush,2024,6,19
Kansas,Russell,2024,10,25
Kansas,Saline,2024,22,62
Kansas,Scott,2024,0,1
Kansas,Sheridan,2024,1,3
Kansas,Thomas,2024,10,12
Kansas,Washington,2024,8,12
Kansas,Wilson,2024,16,23
Kansas,Woodson,2024,8,16
Kentucky,Allen,2024,7,47
Kentucky,Ballard,2024,4,56
Kentucky,Boone,2024,67,531
Kentucky,Bourbon,2024,5,28
Kentucky,Boyd,2024,15,135
Kentucky,Bracken,2024,0,25
Kentucky,Bullitt,2024,20,211
Kentucky,Butler,2024,5,20
Kentucky,Campbell,2024,0,0
Kentucky,Campbell County Police Department,2024,8,76
Kentucky,Carlisle,2024,3,6
Kentucky,Carter,2024,3,33
Kentucky,Christian,2024,13,129
Kentucky,Clark,2024,11,74
Kentucky,Daviess,2024,22,276
Kentucky,Edmonson,2024,8,41
Kentucky,Fayette,2024,0,1
Kentucky,Gallatin,2024,6,29
Kentucky,Grant,2024,16,76
Kentucky,Greenup,2024,5,18
Kentucky,Hardin,2024,28,139
Kentucky,Henry,2024,2,10
Kentucky,Jefferson,2024,2,0
Kentucky,Jessamine,2024,10,107
Kentucky,Kenton,2024,1,0
Kentucky,Kenton County Police Department,2024,22,48
Kentucky,Larue,2024,2,21
Kentucky,Lawrence,2024,4,35
Kentucky,Livingston,2024,9,48
Kentucky,McCracken,2024,41,328
Kentucky,McLean,2024,0,25
Kentucky,Meade,2024,10,63
Kentucky,Nelson,2024,26,131
Kentucky,Oldham,2024,0,2
Kentucky,Oldham County Police Department,2024,22,385
Kentucky,Pendleton,2024,2,38
Kentucky,Scott,2024,17,67
Kentucky,Shelby,2024,18,159
Kentucky,Spencer,2024,5,66
Kentucky,Trigg,2024,4,60
Kentucky,Warren,2024,45,432
Kentucky,Woodford,2024,1,5
Kentucky,Adair,2024,2,5
Kentucky,Anderson,2024,3,28
Kentucky,Barren,2024,12,103
Kentucky,Bath,2024,1,13
Kentucky,Bell,2024,8,27
Kentucky,Boyle,2024,0,21
Kentucky,Breathitt,2024,1,10
Kentucky,Breckinridge,2024,4,35
Kentucky,Caldwell,2024,3,31
Kentucky,Calloway,2024,9,98
Kentucky,Carroll,2024,9,36
Kentucky,Casey,2024,9,12
Kentucky,Clay,2024,9,71
Kentucky,Clinton,2024,4,13
Kentucky,Crittenden,2024,4,12
Kentucky,Cumberland,2024,2,7
Kentucky,Elliott,2024,0,4
Kentucky,Estill,2024,2,11
Kentucky,Fleming,2024,2,16
Kentucky,Floyd,2024,12,60
Kentucky,Franklin,2024,17,98
Kentucky,Fulton,2024,3,7
Kentucky,Garrard,2024,6,31
Kentucky,Graves,2024,24,104
Kentucky,Grayson,2024,9,61
Kentucky,Green,2024,2,4
Kentucky,Hancock,2024,5,14
Kentucky,Harlan,2024,4,23
Kentucky,Harrison,2024,3,28
Kentucky,Hart,2024,2,43
Kentucky,Henderson,2024,20,82
Kentucky,Hickman,2024,3,13
Kentucky,Hopkins,2024,20,130
Kentucky,Jackson,2024,1,25
Kentucky,Johnson,2024,3,23
Kentucky,Knott,2024,0,3
Kentucky,Knott County Police Department,2024,0,0
Kentucky,Knox,2024,8,30
Kentucky,Laurel,2024,45,281
Kentucky,Lee,2024,1,6
Kentucky,Leslie,2024,4,5
Kentucky,Letcher,2024,1,9
Kentucky,Lewis,2024,4,27
Kentucky,Lincoln,2024,23,59
Kentucky,Logan,2024,8,43
Kentucky,Lyon,2024,8,38
Kentucky,Madison,2024,28,132
Kentucky,Magoffin,2024,1,9
Kentucky,Marion,2024,5,13
Kentucky,Marshall,2024,22,116
Kentucky,Martin,2024,1,0
Kentucky,Mason,2024,8,27
Kentucky,McCreary,2024,3,13
Kentucky,Menifee,2024,0,12
Kentucky,Mercer,2024,1,20
Kentucky,Metcalfe,2024,1,22
Kentucky,Monroe,2024,1,13
Kentucky,Montgomery,2024,13,94
Kentucky,Morgan,2024,3,13
Kentucky,Muhlenberg,2024,16,63
Kentucky,Nicholas,2024,0,6
Kentucky,Ohio,2024,17,72
Kentucky,Owen,2024,2,11
Kentucky,Owsley,2024,0,0
Kentucky,Perry,2024,23,28
Kentucky,Pike,2024,1,23
Kentucky,Powell,2024,1,6
Kentucky,Pulaski,2024,50,147
Kentucky,Pulaski County Police Department,2024,0,0
Kentucky,Robertson,2024,0,0
Kentucky,Rockcastle,2024,8,34
Kentucky,Rowan,2024,7,39
Kentucky,Russell,2024,2,19
Kentucky,Simpson,2024,7,20
Kentucky,Taylor,2024,5,73
Kentucky,Todd,2024,3,28
Kentucky,Trimble,2024,0,8
Kentucky,Union,2024,1,22
Kentucky,Washington,2024,2,32
Kentucky,Wayne,2024,5,11
Kentucky,Webster,2024,6,22
Kentucky,Whitley,2024,18,103
Kentucky,Whitley County Police Department,2024,0,0
Kentucky,Wolfe,2024,0,16
Louisiana,Acadia,2024,142,453
Louisiana,Ascension,2024,299,1520
Louisiana,Bossier,2024,159,381
Louisiana,Caddo,2024,44,529
Louisiana,Calcasieu,2024,627,2627
Louisiana,Cameron,2024,18,78
Louisiana,De Soto,2024,71,152
Louisiana,East Baton Rouge,2024,433,5063
Louisiana,Grant,2024,32,159
Louisiana,Iberville,2024,62,209
Louisiana,Jefferson,2024,1007,7139
Louisiana,Jefferson Davis,2024,23,104
Louisiana,Lafayette,2024,219,810
Louisiana,Lafourche,2024,210,1400
Louisiana,Livingston,2024,484,1858
Louisiana,Morehouse,2024,68,194
Louisiana,Ouachita,2024,478,2157
Louisiana,Plaquemines,2024,80,113
Louisiana,Rapides,2024,384,1243
Louisiana,St. Bernard,2024,218,849
Louisiana,St. Charles,2024,123,528
Louisiana,St. Helena,2024,63,149
Louisiana,St. James,2024,55,191
Louisiana,St. John the Baptist,2024,113,533
Louisiana,St. Martin,2024,152,510
Louisiana,St. Tammany,2024,252,1188
Louisiana,Tangipahoa,2024,655,1402
Louisiana,Terrebonne,2024,227,1726
Louisiana,Vermilion,2024,34,165
Louisiana,West Baton Rouge,2024,71,535
Louisiana,West Feliciana,2024,39,19
Louisiana,Beauregard,2024,24,89
Louisiana,Bienville,2024,27,79
Louisiana,Caldwell,2024,39,80
Louisiana,Catahoula,2024,24,81
Louisiana,Claiborne,2024,31,27
Louisiana,Concordia,2024,61,129
Louisiana,East Carroll,2024,47,40
Louisiana,Evangeline,2024,38,88
Louisiana,Franklin,2024,60,114
Louisiana,Iberia,2024,191,334
Louisiana,Jackson,2024,24,22
Louisiana,La Salle,2024,4,30
Louisiana,Lincoln,2024,38,158
Louisiana,Madison,2024,33,30
Louisiana,Natchitoches,2024,72,371
Louisiana,St. Mary,2024,89,433
Louisiana,Tensas,2024,27,46
Louisiana,Washington,2024,113,336
Louisiana,Webster,2024,59,163
Louisiana,West Carroll,2024,8,30
Louisiana,Winn,2024,20,35
Maine,Androscoggin,2024,25,131
Maine,Cumberland,2024,40,292
Maine,Penobscot,2024,20,294
Maine,Sagadahoc,2024,6,55
Maine,York,2024,37,183
Maine,Aroostook,2024,10,79
Maine,Franklin,2024,7,64
Maine,Hancock,2024,12,74
Maine,Kennebec,2024,29,210
Maine,Knox,2024,8,152
Maine,Lincoln,2024,27,92
Maine,Oxford,2024,26,241
Maine,Piscataquis,2024,3,33
Maine,Somerset,2024,37,370
Maine,Waldo,2024,2,21
Maine,Washington,2024,13,97
Maryland,Anne Arundel County Police Department,2024,1748,11115
Maryland,Baltimore County,2024,0,0
Maryland,Baltimore County Police Department,2024,3532,22044
Maryland,Calvert,2024,124,489
Maryland,Carroll,2024,173,588
Maryland,Cecil,2024,110,340
Maryland,Charles,2024,517,1673
Maryland,Frederick,2024,184,1029
Maryland,Harford,2024,365,1550
Maryland,Howard,2024,0,0
Maryland,Howard County Police Department,2024,476,5694
Maryland,Montgomery,2024,0,0
Maryland,Montgomery County Police Department,2024,1682,16148
Maryland,Prince George's County Police Department,2024,2872,16672
Maryland,Queen Anne's,2024,42,274
Maryland,St. Mary's,2024,257,1187
Maryland,Washington,2024,153,782
Maryland,Wicomico,2024,71,450
Maryland,Allegany,2024,17,79
Maryland,Caroline,2024,27,134
Maryland,Dorchester,2024,22,114
Maryland,Garrett,2024,7,127
Maryland,Kent,2024,0,32
Maryland,Talbot,2024,20,99
Maryland,Worcester,2024,32,166
Michigan,Barry,2024,55,280
Michigan,Bay,2024,30,421
Michigan,Benzie,2024,45,51
Michigan,Berrien,2024,92,486
Michigan,Calhoun,2024,127,435
Michigan,Cass,2024,45,323
Michigan,Clinton,2024,35,136
Michigan,Eaton,2024,99,716
Michigan,Genesee,2024,93,264
Michigan,Ingham,2024,165,395
Michigan,Ionia,2024,41,207
Michigan,Jackson,2024,157,376
Michigan,Kalamazoo,2024,339,1950
Michigan,Kalkaska,2024,59,181
Michigan,Kent,2024,409,2171
Michigan,Lapeer,2024,51,181
Michigan,Leelanau,2024,19,43
Michigan,Livingston,2024,94,420
Michigan,Macomb,2024,229,837
Michigan,Midland,2024,63,170
Michigan,Monroe,2024,224,941
Michigan,Montcalm,2024,69,153
Michigan,Muskegon,2024,42,234
Michigan,Oakland,2024,27,60
Michigan,Ottawa,2024,524,1714
Michigan,St. Clair,2024,161,418
Michigan,Washtenaw,2024,639,1057
Michigan,Wayne,2024,63,0
Michigan,Alcona,2024,11,58
Michigan,Alger,2024,2,5
Michigan,Allegan,2024,84,594
Michigan,Alpena,2024,22,60
Michigan,Arenac,2024,36,70
Michigan,Charlevoix,2024,33,37
Michigan,Cheboygan,2024,20,21
Michigan,Chippewa,2024,14,10
Michigan,Crawford,2024,26,20
Michigan,Delta,2024,10,17
Michigan,Emmet,2024,26,67
Michigan,Gladwin,2024,35,69
Michigan,Gogebic,2024,4,5
Michigan,Gratiot,2024,29,157
Michigan,Hillsdale,2024,29,139
Michigan,Houghton,2024,13,29
Michigan,Huron,2024,13,48
Michigan,Iosco,2024,1,4
Michigan,Isabella,2024,39,177
Michigan,Lenawee,2024,50,179
Michigan,Luce,2024,9,37
Michigan,Mackinac,2024,4,65
Michigan,Manistee,2024,25,64
Michigan,Marquette,2024,27,120
Michigan,Mason,2024,33,113
Michigan,Mecosta,2024,100,248
Michigan,Missaukee,2024,29,81
Michigan,Montmorency,2024,2,10
Michigan,Oceana,2024,56,136
Michigan,Ogemaw,2024,16,76
Michigan,Ontonagon,2024,1,3
Michigan,Osceola,2024,35,108
Michigan,Oscoda,2024,18,35
Michigan,Otsego,2024,17,35
Michigan,Presque Isle,2024,5,22
Michigan,Roscommon,2024,29,79
Michigan,Sanilac,2024,53,58
Michigan,Shiawassee,2024,36,161
Michigan,St. Joseph,2024,78,212
Michigan,Tuscola,2024,64,110
Michigan,Wexford,2024,35,128
Minnesota,Anoka,2024,58,462
Minnesota,Benton,2024,14,49
Minnesota,Blue Earth,2024,22,79
Minnesota,Carlton,2024,25,91
Minnesota,Carver,2024,60,330
Minnesota,Chisago,2024,27,94
Minnesota,Clay,2024,4,51
Minnesota,Dakota,2024,15,12
Minnesota,Dodge,2024,13,44
Minnesota,Fillmore,2024,8,8
Minnesota,Hennepin,2024,46,16
Minnesota,Houston,2024,6,51
Minnesota,Isanti,2024,21,106
Minnesota,Le Sueur,2024,5,34
Minnesota,Mille Lacs,2024,47,148
Minnesota,Nicollet,2024,4,6
Minnesota,Olmsted,2024,25,150
Minnesota,Polk,2024,18,35
Minnesota,Ramsey,2024,169,892
Minnesota,Scott,2024,8,35
Minnesota,Sherburne,2024,26,147
Minnesota,Stearns,2024,35,96
Minnesota,St. Louis,2024,68,434
Minnesota,Wabasha,2024,4,11
Minnesota,Washington,2024,63,397
Minnesota,Wright,2024,66,546
Minnesota,Aitkin,2024,12,183
Minnesota,Becker,2024,36,88
Minnesota,Beltrami,2024,48,155
Minnesota,Big Stone,2024,7,53
Minnesota,Brown,2024,5,29
Minnesota,Cass,2024,61,91
Minnesota,Chippewa,2024,1,0
Minnesota,Clearwater,2024,10,9
Minnesota,Cook,2024,4,35
Minnesota,Cottonwood,2024,2,6
Minnesota,Crow Wing,2024,33,100
Minnesota,Douglas,2024,19,95
Minnesota,Faribault,2024,26,13
Minnesota,Freeborn,2024,5,91
Minnesota,Goodhue,2024,21,114
Minnesota,Grant,2024,9,3
Minnesota,Hubbard,2024,39,77
Minnesota,Itasca,2024,47,85
Minnesota,Jackson,2024,6,38
Minnesota,Kanabec,2024,18,113
Minnesota,Kandiyohi,2024,33,134
Minnesota,Kittson,2024,2,9
Minnesota,Koochiching,2024,6,12
Minnesota,Lac qui Parle,2024,0,17
Minnesota,Lake,2024,2,8
Minnesota,Lincoln,2024,1,2
Minnesota,Lyon,2024,7,33
Minnesota,Mahnomen,2024,38,34
Minnesota,Marshall,2024,8,2
Minnesota,Martin,2024,4,17
Minnesota,McLeod,2024,9,63
Minnesota,Meeker,2024,12,48
Minnesota,Morrison,2024,20,153
Minnesota,Mower,2024,5,84
Minnesota,Murray,2024,4,20
Minnesota,Nobles,2024,12,12
Minnesota,Norman,2024,1,2
Minnesota,Otter Tail,2024,25,150
Minnesota,Pennington,2024,1,30
Minnesota,Pine,2024,74,316
Minnesota,Pipestone,2024,7,29
Minnesota,Pope,2024,2,31
Minnesota,Red Lake,2024,4,8
Minnesota,Redwood,2024,7,25
Minnesota,Renville,2024,8,34
Minnesota,Rice,2024,16,24
Minnesota,Sibley,2024,2,27
Minnesota,Steele,2024,6,58
Minnesota,Stevens,2024,6,80
Minnesota,Swift,2024,1,1
Minnesota,Todd,2024,15,81
Minnesota,Traverse,2024,4,7
Minnesota,Wadena,2024,4,3
Minnesota,Waseca,2024,5,44
Minnesota,Watonwan,2024,7,22
Minnesota,Wilkin,2024,0,4
Minnesota,Winona,2024,10,35
Minnesota,Yellow Medicine,2024,19,12
Mississippi,Copiah,2024,97,142
Mississippi,DeSoto,2024,32,180
Mississippi,Forrest,2024,29,252
Mississippi,Hancock,2024,15,299
Mississippi,Harrison,2024,49,490
Mississippi,Madison,2024,63,127
Mississippi,Simpson,2024,35,137
Mississippi,Stone,2024,39,161
Mississippi,Tate,2024,35,141
Mississippi,Tunica,2024,51,383
Mississippi,Alcorn,2024,9,174
Mississippi,Attala,2024,9,36
Mississippi,Calhoun,2024,9,19
Mississippi,Claiborne,2024,44,30
Mississippi,Coahoma,2024,12,19
Mississippi,George,2024,74,293
Mississippi,Grenada,2024,20,159
Mississippi,Jasper,2024,20,52
Mississippi,Jefferson,2024,8,38
Mississippi,Kemper,2024,14,33
Mississippi,Lafayette,2024,25,97
Mississippi,Leake,2024,54,86
Mississippi,Lee,2024,51,366
Mississippi,Lincoln,2024,25,199
Mississippi,Lowndes,2024,57,311
Mississippi,Marion,2024,29,97
Mississippi,Monroe,2024,33,178
Mississippi,Neshoba,2024,14,61
Mississippi,Noxubee,2024,22,25
Mississippi,Oktibbeha,2024,46,211
Mississippi,Panola,2024,56,267
Mississippi,Pike,2024,68,276
Mississippi,Pontotoc,2024,46,132
Mississippi,Prentiss,2024,51,64
Mississippi,Smith,2024,5,23
Mississippi,Sunflower,2024,6,54
Mississippi,Tallahatchie,2024,16,97
Mississippi,Tishomingo,2024,30,101
Mississippi,Union,2024,31,130
Mississippi,Walthall,2024,24,61
Mississippi,Wayne,2024,48,149
Mississippi,Webster,2024,12,14
Mississippi,Winston,2024,33,68
Missouri,Andrew,2024,20,69
Missouri,Bates,2024,25,70
Missouri,Bollinger,2024,26,39
Missouri,Boone,2024,82,405
Missouri,Buchanan,2024,30,108
Missouri,Caldwell,2024,2,28
Missouri,Callaway,2024,50,137
Missouri,Cape Girardeau,2024,50,119
Missouri,Christian,2024,45,151
Missouri,Clay,2024,76,151
Missouri,Cole,2024,31,75
Missouri,Franklin,2024,28,186
Missouri,Greene,2024,174,633
Missouri,Howard,2024,20,40
Missouri,Jackson,2024,68,359
Missouri,Jasper,2024,95,353
Missouri,Jefferson,2024,454,1346
Missouri,Lafayette,2024,39,58
Missouri,Lincoln,2024,133,157
Missouri,Newton,2024,95,491
Missouri,Osage,2024,8,42
Missouri,Platte,2024,78,191
Missouri,Polk,2024,44,168
Missouri,Ray,2024,70,77
Missouri,St. Charles,2024,1,0
Missouri,St. Charles County Police Department,2024,168,337
Missouri,St. Louis County Police Department,2024,1904,6037
Missouri,Webster,2024,61,68
Missouri,Audrain,2024,15,19
Missouri,Barry,2024,73,247
Missouri,Barton,2024,18,79
Missouri,Butler,2024,94,416
Missouri,Camden,2024,76,165
Missouri,Carter,2024,23,17
Missouri,Cedar,2024,32,66
Missouri,Chariton,2024,15,25
Missouri,Clark,2024,2,52
Missouri,Dade,2024,29,88
Missouri,Daviess,2024,11,46
Missouri,Dent,2024,15,47
Missouri,Dunklin,2024,37,93
Missouri,Grundy,2024,5,3
Missouri,Henry,2024,105,161
Missouri,Hickory,2024,2,13
Missouri,Howell,2024,54,194
Missouri,Johnson,2024,37,156
Missouri,Laclede,2024,12,129
Missouri,Lawrence,2024,27,153
Missouri,Lewis,2024,1,12
Missouri,Livingston,2024,12,26
Missouri,Maries,2024,13,17
Missouri,McDonald,2024,84,163
Missouri,Mississippi,2024,4,33
Missouri,Monroe,2024,8,10
Missouri,Montgomery,2024,19,33
Missouri,New Madrid,2024,37,151
Missouri,Nodaway,2024,27,35
Missouri,Oregon,2024,10,22
Missouri,Ozark,2024,8,12
Missouri,Perry,2024,28,23
Missouri,Pettis,2024,58,167
Missouri,Phelps,2024,30,120
Missouri,Pike,2024,21,68
Missouri,Pulaski,2024,110,161
Missouri,Ralls,2024,0,22
Missouri,Randolph,2024,38,23
Missouri,Ripley,2024,11,34
Missouri,Saline,2024,50,68
Missouri,Schuyler,2024,14,35
Missouri,Shannon,2024,8,15
Missouri,St. Clair,2024,9,81
Missouri,Ste. Genevieve,2024,32,66
Missouri,St. Francois,2024,48,155
Missouri,Stoddard,2024,40,93
Missouri,Stone,2024,71,268
Missouri,Taney,2024,106,242
Missouri,Texas,2024,27,115
Missouri,Vernon,2024,39,127
Missouri,Wayne,2024,36,72
Missouri,Wright,2024,10,25
Montana,Broadwater,2024,23,32
Montana,Carbon,2024,9,30
Montana,Cascade,2024,107,171
Montana,Gallatin,2024,158,383
Montana,Jefferson,2024,46,115
Montana,Lewis and Clark,2024,88,240
Montana,Mineral,2024,10,18
Montana,Missoula,2024,132,142
Montana,Stillwater,2024,19,38
Montana,Yellowstone,2024,223,579
Montana,Anaconda-Deer Lodge,2024,38,58
Montana,Beaverhead,2024,24,6
Montana,Big Horn,2024,44,73
Montana,Blaine,2024,4,8
Montana,Butte-Silver Bow,2024,176,854
Montana,Carter,2024,0,0
Montana,Chouteau,2024,8,20
Montana,Custer,2024,5,11
Montana,Daniels,2024,4,2
Montana,Dawson,2024,6,10
Montana,Fallon,2024,1,0
Montana,Fergus,2024,14,31
Montana,Flathead,2024,227,608
Montana,Garfield,2024,1,1
Montana,Glacier,2024,4,17
Montana,Golden Valley,2024,0,3
Montana,Granite,2024,6,30
Montana,Hill,2024,34,125
Montana,Judith Basin,2024,2,0
Montana,Lake,2024,78,189
Montana,Liberty,2024,4,1
Montana,Lincoln,2024,15,83
Montana,Madison,2024,15,25
Montana,McCone,2024,2,6
Montana,Meagher,2024,5,5
Montana,Musselshell,2024,16,21
Montana,Park,2024,12,37
Montana,Petroleum,2024,4,2
Montana,Phillips,2024,18,30
Montana,Pondera,2024,4,16
Montana,Powder River,2024,0,0
Montana,Powell,2024,15,13
Montana,Prairie,2024,1,1
Montana,Ravalli,2024,83,219
Montana,Richland,2024,8,5
Montana,Roosevelt,2024,25,42
Montana,Rosebud,2024,2,8
Montana,Sanders,2024,21,29
Montana,Sheridan,2024,9,51
Montana,Sweet Grass,2024,5,6
Montana,Teton,2024,11,36
Montana,Toole,2024,17,39
Montana,Treasure,2024,4,5
Montana,Valley,2024,7,7
Montana,Wheatland,2024,1,4
Montana,Wibaux,2024,0,2
Nebraska,Cass,2024,14,75
Nebraska,Dakota,2024,36,40
Nebraska,Douglas,2024,86,560
Nebraska,Hall,2024,8,73
Nebraska,Lancaster,2024,9,165
Nebraska,Merrick,2024,4,6
Nebraska,Sarpy,2024,27,679
Nebraska,Saunders,2024,10,43
Nebraska,Seward,2024,9,11
Nebraska,Adams,2024,6,27
Nebraska,Boone,2024,4,3
Nebraska,Brown,2024,1,3
Nebraska,Buffalo,2024,23,61
Nebraska,Cedar,2024,2,16
Nebraska,Cherry,2024,2,0
Nebraska,Cheyenne,2024,4,13
Nebraska,Colfax,2024,2,3
Nebraska,Custer,2024,6,15
Nebraska,Dawes,2024,0,1
Nebraska,Dawson,2024,12,10
Nebraska,Dixon,2024,7,7
Nebraska,Dodge,2024,48,75
Nebraska,Furnas,2024,2,33
Nebraska,Gosper,2024,0,0
Nebraska,Jefferson,2024,4,27
Nebraska,Keith,2024,2,6
Nebraska,Knox,2024,3,30
Nebraska,Lincoln,2024,3,15
Nebraska,Madison,2024,4,27
Nebraska,Morrill,2024,1,11
Nebraska,Nemaha,2024,14,15
Nebraska,Otoe,2024,4,19
Nebraska,Phelps,2024,4,8
Nebraska,Pierce,2024,2,20
Nebraska,Platte,2024,18,54
Nebraska,Polk,2024,3,17
